Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
2964,30.434794,-97.790399,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
2965,30.298653,-97.774232,O Henry Middle School,"2610 West 10th Street, Austin, TX  78703",6.0,78703
2966,30.245559000000004,-97.93391899999999,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78738
2968,30.385087,-97.832489,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
2969,30.236611,-97.913714,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
2970,30.160241,-97.859186,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
2974,30.125856,-97.831675,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
2975,30.180594,-97.916426,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
2976,30.480013,-97.611349,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78660
2977,30.387484000000004,-97.656276,Dessau Middle School,"12900 Dessau Road, Austin, TX  78754",3.0,78753
2979,30.345344,-97.95626800000001,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
2981,30.165338000000002,-97.771367,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78748
2983,30.181802,-97.893893,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
2984,30.231503999999997,-97.919751,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
2986,30.28432,-97.928787,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
2988,30.436290999999997,-97.74351800000001,Deerpark Middle School,"8849 Anderson Mill Road, Austin, TX  78729",6.0,78729
2989,30.470189,-97.829165,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
2990,30.217743,-97.936513,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
2991,30.437828000000003,-97.807011,Noel Grisham Middle School,"10805 School House Lane, Austin, TX  78750",7.0,78750
2992,30.327817,-97.70073199999999,Webb Middle School,"601 East Saint Johns Avenue, Austin, TX  78752",2.0,78752
2993,30.435001,-97.716672,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78729
2996,30.163829999999997,-97.859241,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
2997,30.419569,-97.890552,Canyon Ridge Middle School,"12601 Country Trails Lane, Austin, TX  78732",10.0,78750
2999,30.220809999999997,-97.861689,Small Middle School,"4801 Monterey Oaks Boulevard, Austin, TX  78749",5.0,78749
3003,30.225101000000002,-97.876762,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3004,30.260393,-97.914763,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78738
3005,30.486863,-97.579128,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3007,30.168422999999997,-97.79415999999999,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3008,30.480109999999996,-97.610874,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78660
3010,30.140688,-97.719494,John P Ojeda J High School,"4900 McKinney Falls Parkway, Austin, TX  78744",2.0,78748
3011,30.370221,-97.559703,Manor Middle School,"12900 Gregg Manor Road, Manor, TX  78653",2.0,78653
3012,30.440464000000002,-97.68450899999999,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78753
3013,30.208135,-97.523065,Decker Middle School,"8104 Decker Creek Cove, Manor, TX  78653",4.0,78617
3014,30.088116999999997,-97.767589,Paredes Middle School,"10100 South Mary Moore Searight Drive, Austin, TX  78748",4.0,78748
3018,30.311226,-97.914864,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
3020,30.523346999999998,-97.778639,Artie L Henry Middle School,"100 North Vista Ridge Boulevard, Cedar Park, TX  78613",8.0,78613
3021,30.470755,-97.833088,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3022,30.365001,-97.70563299999999,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78758
3023,30.419453000000004,-97.88596899999999,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3024,30.470055,-97.582863,Kelly Lane Middle School,"18900 Falcon Pointe Boulevard, Pflugerville, TX  78660",7.0,78660
3025,30.396846000000004,-97.80253,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3027,30.6024,-97.8094,Knox Wiley Middle School,"1526 Raider Way, Leander, TX  78641",8.0,78641
3028,30.406934000000003,-97.77552800000001,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78759
3030,30.492714000000003,-97.904701,Running Brushy Middle School,"2303 Lakeline Boulevard, Cedar Park, TX  78613",6.0,78613
3032,30.430059000000004,-97.813447,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3033,30.47833,-97.915555,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3034,30.414997999999997,-97.76866899999999,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78759
3035,30.538996,-97.804906,Artie L Henry Middle School,"100 North Vista Ridge Boulevard, Cedar Park, TX  78613",8.0,78613
3036,30.229895000000003,-97.919605,Gorzycki Middle School,"7412 West Slaughter Lane, Austin, TX  78749",9.0,78749
3037,30.383021000000003,-97.834304,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3039,30.312247999999997,-97.728831,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1.0,78756
3040,30.301054999999998,-97.945375,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3041,30.377053999999998,-97.751064,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3042,30.039405,-97.811483,Armando Chapa Middle School,"3311 Dacy Lane, Kyle, TX  78640",3.0,78640
3043,30.540796999999998,-97.73396899999999,James Garland Walsh Middle School,"3850 Walsh Ranch Boulevard, Round Rock, TX  78681",10.0,78681
3045,30.306713000000002,-97.731188,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1.0,78756
3046,30.206506,-97.780252,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3047,30.154525,-97.846719,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3048,30.480875,-97.93135799999999,Running Brushy Middle School,"2303 Lakeline Boulevard, Cedar Park, TX  78613",6.0,78613
3052,30.362747,-97.782124,Murchison Middle School,"3700 North Hills Drive, Austin, TX  78731",7.0,78759
3053,30.365,-97.7275,Burnet Middle School,"8401 Hathaway Drive, Austin, TX  78757",2.0,78758
3054,30.450255,-97.909247,Cedar Park Middle School,"2100 Sun Chase Boulevard, Cedar Park, TX  78613",9.0,78613
3055,30.52552,-97.672296,Pfc Robert P Hernandez Middle School,"1901 Sunrise Road, Round Rock, TX  78664",3.0,78664
3056,30.295207,-97.89711899999999,West Ridge Middle School,"9201 Scenic Bluff Drive, Austin, TX  78733",10.0,78738
3057,30.200757,-97.819059,Covington Middle School,"3700 Convict Hill Road, Austin, TX  78749",5.0,78745
3059,30.352697999999997,-97.98340400000001,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3061,30.153059000000002,-97.86098100000001,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3062,30.282311,-97.94456600000001,Hudson Bend Middle School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
3063,30.180634,-97.891564,Bailey Middle School,"4020 Lost Oasis Hollow, Austin, TX  78739",6.0,78749
3064,30.520611,-97.676004,C D Fulkes Middle School,"300 West Anderson Avenue, Round Rock, TX  78664",4.0,78664
3067,30.223418,-97.628567,Dailey Middle School,"14000 Westall Street, Austin, TX  78725",3.0,78617
3068,30.421009,-97.77829100000001,Canyon Vista Middle School,"8455 Spicewood Springs Road, Austin, TX  78759",10.0,78750
3069,30.362786,-97.847849,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3072,30.497265000000002,-97.63078900000001,Ridgeview Middle School,"2000 Via Sonoma Trail, Round Rock, TX  78665",9.0,78664
3074,30.395167999999998,-97.79911700000001,Four Points Middle School,"9700 McNeil Drive, Austin, TX  78750",9.0,78750
3075,30.206778000000003,-97.77224,Bedichek Middle School,"6800 Bill Hughes Road, Austin, TX  78745",2.0,78745
3077,30.521094,-97.859063,Running Brushy Middle School,"2303 Lakeline Boulevard, Cedar Park, TX  78613",6.0,78641
3079,30.246077000000003,-97.828127,Small Middle School,"4801 Monterey Oaks Boulevard, Austin, TX  78749",5.0,78746
3080,30.424015,-97.724331,Westview Middle School,"1805 Scofield Lane, Austin, TX  78727",4.0,78729
